name,age,height_cm,body_type,job_type,salary_lpa,family_networth,family_occupation,religion,cast,nri,fairness,dowry
Gaurang Mandal,31,193,avrage,self employee,38.95,487.67,professional,christin,sc,no,fair,126.35
Max Sahni,33,176,avrage,self employee,20.75,466.3,politics,jain,st,yes,bark,73.47
Gopal Chad,28,181,slim,startup,7.98,117.36,agriculture,sikh,general,no,very fair,61.28
Anmol Chakraborty,43,168,heavy,government job,12.22,273.72,service,buddhist,obc,yes,wheatish,21.43
Qadim Chopra,34,168,athletic,startup,4.47,107.08,politics,buddhist,st,no,very fair,58.61
Abhiram Bal,32,189,athletic,government job,23.93,424.15,professional,jain,st,yes,very fair,117.99
Raghav Kohli,24,200,avrage,business,38.99,451.63,professional,hindu,st,yes,bark,63.48
Harish Sen,42,195,heavy,self employee,3.71,421.84,agriculture,jain,st,no,bark,119.31
Mohammed Sankar,28,188,avrage,government job,4.2,440.55,politics,muslim,general,no,very fair,86.49
Peter More,47,164,athletic,private job,28.59,126.4,politics,sikh,obc,yes,wheatish,60.36
Tristan Dutta,25,192,heavy,startup,19.93,327.19,service,buddhist,sc,no,bark,131.68
Ekbal Jani,25,190,avrage,business,5.36,453.78,agriculture,christin,sc,yes,bark,39.64
Naveen Bora,27,160,slim,private job,4.15,363.28,politics,jain,sc,yes,bark,93.61
Aayush Chaudhry,22,176,athletic,private job,6.01,73.31,politics,sikh,st,yes,wheatish,120.5
Anay Pandya,30,176,heavy,private job,31.61,463.31,professional,muslim,st,yes,very fair,77.55
Mitesh Modi,30,164,slim,business,24.31,460.45,professional,muslim,sc,yes,fair,47.26
Chatresh Rao,28,163,heavy,private job,26.62,163.18,business,buddhist,sc,yes,wheatish,141.55
Andrew Vora,43,181,avrage,government job,17.04,326.72,business,sikh,st,no,fair,134.21
Ranveer Karpe,26,165,heavy,startup,37.34,410.98,business,buddhist,st,no,wheatish,71.4
Daniel Char,28,182,heavy,startup,7.67,299.76,politics,muslim,obc,no,bark,144.17
Shaurya Golla,47,173,athletic,private job,24.87,372.09,business,buddhist,st,no,very fair,66.02
Rachit Mital,48,156,heavy,self employee,6.82,296.93,professional,sikh,st,yes,wheatish,107.87
Harish Din,36,168,slim,business,35.52,360.64,service,muslim,general,no,fair,86.2
Ekaraj Arora,23,164,heavy,government job,31.87,319.68,agriculture,jain,st,no,bark,139.56
Ekbal Balasubramanian,45,179,slim,self employee,10.34,311.12,politics,hindu,general,yes,very fair,14.38
Utkarsh Babu,33,161,slim,self employee,15.72,167.07,service,hindu,obc,no,very fair,106.03
Thomas Dhillon,31,191,slim,business,31.88,260.79,service,hindu,obc,no,wheatish,35.71
Tarak Kara,42,199,athletic,self employee,31.97,462.16,business,muslim,obc,yes,bark,63.41
Balvan Ganesh,22,196,slim,self employee,18.67,343.79,professional,hindu,general,no,wheatish,70.05
Finn Rao,26,182,avrage,private job,27.68,15.14,agriculture,buddhist,general,no,bark,52.52
Avi Toor,46,167,heavy,private job,25.65,220.97,business,muslim,sc,yes,bark,69.31
Ekaraj Goda,36,163,avrage,private job,19.51,283.09,business,sikh,st,yes,fair,121.29
Gautam Sundaram,38,161,heavy,self employee,15.98,99.23,professional,christin,obc,yes,very fair,129.83
Max Nayar,32,165,athletic,self employee,6.17,30.25,politics,sikh,sc,no,bark,106.55
Alexander Golla,40,174,athletic,private job,15.02,138.23,professional,muslim,general,yes,wheatish,32.3
Isaiah Agarwal,26,173,slim,government job,30.18,139.14,service,sikh,obc,yes,wheatish,44.31
Manthan Sundaram,35,195,athletic,self employee,5.63,264.18,service,christin,st,no,bark,126.22
Harshil Ramanathan,23,195,slim,self employee,8.92,405.37,professional,jain,sc,no,wheatish,35.76
Frado Srinivas,45,185,athletic,self employee,10.48,64.87,politics,jain,general,no,wheatish,64.97
Chakradhar Baral,26,186,heavy,business,16.34,117.1,politics,hindu,general,yes,bark,140.4
Anthony Baral,33,166,avrage,self employee,15.21,374.12,business,christin,general,yes,very fair,19.19
Abhimanyu Panchal,46,194,athletic,startup,17.03,127.28,business,buddhist,general,no,wheatish,15.8
Tanveer Bawa,46,157,slim,startup,32.52,26.41,politics,muslim,st,no,very fair,23.44
Gaurav Krishna,32,199,heavy,private job,22.41,69.53,business,hindu,general,yes,wheatish,136.46
Krish Anne,37,166,slim,startup,10.52,404.97,professional,jain,sc,yes,wheatish,141.31
Orinder D’Alia,32,165,avrage,business,32.62,53.01,professional,christin,sc,no,fair,115.18
Jeet Gulati,38,158,athletic,business,31.6,122.97,service,hindu,obc,no,bark,104.42
Isaiah Ravi,44,189,heavy,self employee,14.21,305.88,business,muslim,obc,no,fair,72.87
Sathvik Mani,36,159,avrage,business,4.31,229.21,professional,sikh,sc,yes,very fair,101.06
Christopher Lall,21,165,athletic,business,16.4,130.94,agriculture,buddhist,general,no,bark,102.59
Harrison Brahmbhatt,47,190,avrage,government job,32.64,495.08,service,muslim,st,yes,bark,136.03
Krishna Bedi,21,157,avrage,government job,35.57,98.82,service,sikh,general,no,very fair,80.4
Nathan Goel,27,195,athletic,private job,14.18,15.01,business,jain,sc,yes,wheatish,43.27
Shaurya Bava,24,177,heavy,business,7.52,493.85,politics,buddhist,sc,yes,bark,36.92
Ojas Savant,47,168,heavy,business,30.82,363.87,service,sikh,general,no,fair,145.78
Abeer Pradhan,29,190,slim,private job,6.82,21.12,politics,buddhist,general,yes,bark,126.32
Karan Gola,35,191,slim,startup,34.85,488.08,professional,sikh,st,yes,wheatish,83.56
Tanish Batra,39,164,heavy,business,36.3,354.18,professional,christin,obc,no,fair,86.72
Rachit Goyal,38,165,athletic,government job,23.25,365.19,agriculture,jain,general,yes,fair,139.77
Harish Gaba,32,157,heavy,government job,14.16,26.85,professional,buddhist,st,no,wheatish,76.55
Andrew Hayre,44,197,avrage,self employee,38.93,87.84,professional,buddhist,obc,no,bark,72.85
Matthew Bala,36,164,slim,government job,32.88,217.46,politics,buddhist,obc,yes,bark,58.25
Ansh Arya,29,196,heavy,self employee,21.29,366.28,politics,christin,st,no,fair,51.62
Chatura Vaidya,41,184,heavy,government job,19.75,154.18,agriculture,hindu,st,yes,very fair,79.42
Anthony Edwin,28,174,heavy,business,38.8,170.12,service,buddhist,sc,no,very fair,94.8
Samaksh Jhaveri,27,186,avrage,business,8.52,161.08,agriculture,jain,obc,no,fair,108.7
Faris Dasgupta,21,184,athletic,self employee,31.04,12.55,professional,jain,sc,no,bark,47.94
Finn Venkataraman,24,178,athletic,business,29.7,47.48,professional,christin,general,no,wheatish,56.78
Advik Patel,25,183,athletic,startup,28.71,370.48,service,sikh,st,yes,fair,134.58
Henry Pathak,35,168,avrage,self employee,15.35,450.12,service,jain,obc,yes,bark,40.85
Viraj Sekhon,48,174,slim,government job,36.24,161.03,service,christin,obc,no,wheatish,96.11
Jai Dugal,29,183,avrage,business,22.36,340.29,service,christin,st,no,wheatish,93.0
Upkaar Gola,46,186,athletic,government job,26.89,365.33,politics,hindu,general,no,very fair,22.47
Anmol Kunda,23,164,avrage,startup,8.2,427.77,service,sikh,general,yes,fair,117.45
Shaurya Rajagopal,21,169,athletic,business,7.72,423.43,professional,sikh,obc,yes,fair,131.75
Jatin Issac,38,199,avrage,business,26.23,424.97,business,christin,general,yes,fair,106.38
Lakshit Patil,26,155,avrage,government job,31.05,391.71,business,hindu,general,yes,bark,16.36
Anthony Gola,22,179,avrage,private job,13.69,15.77,professional,hindu,sc,yes,bark,11.86
Brijesh Saini,41,176,slim,startup,19.26,259.52,professional,hindu,general,no,bark,83.1
Oliver Sood,31,199,slim,private job,28.2,365.77,agriculture,muslim,st,no,bark,10.65
Kalpit Nayak,35,187,slim,government job,37.13,105.79,agriculture,christin,st,no,wheatish,73.62
Utkarsh Bahri,42,192,athletic,government job,32.6,204.56,agriculture,muslim,obc,no,wheatish,22.99
Neel Warrior,21,196,avrage,startup,7.77,190.71,politics,jain,general,yes,wheatish,85.68
Mason Boase,42,189,slim,self employee,31.94,495.94,business,hindu,st,yes,very fair,98.22
Agastya Iyengar,36,171,heavy,business,23.58,363.92,service,muslim,st,no,very fair,78.11
Victor Ganesan,34,170,heavy,business,17.92,321.39,professional,buddhist,sc,yes,very fair,134.25
Charles Agarwal,22,155,heavy,business,13.29,309.07,professional,sikh,st,no,fair,146.25
Harsh Mohan,22,187,athletic,private job,15.44,400.7,business,buddhist,st,no,bark,20.29
Ranbir Rattan,33,176,athletic,government job,26.77,343.48,politics,christin,sc,no,very fair,125.23
Nitesh Sharma,29,176,slim,business,36.62,107.99,politics,muslim,sc,yes,bark,146.28
Jagdish Doctor,31,167,slim,business,27.88,323.54,service,sikh,general,yes,fair,10.54
Azaan Rama,37,169,heavy,self employee,24.53,335.91,politics,christin,general,no,fair,56.72
Imaran Baral,29,159,heavy,startup,6.44,115.33,politics,christin,sc,no,bark,94.18
Ekansh Sanghvi,43,193,athletic,self employee,8.0,87.55,agriculture,buddhist,obc,yes,bark,129.3
Ojas Bhardwaj,21,192,heavy,government job,33.1,195.49,professional,hindu,general,no,fair,71.87
Abhiram Rai,28,185,avrage,government job,23.76,109.3,business,muslim,general,no,fair,46.55
Dominic Char,23,189,slim,startup,5.84,359.78,agriculture,hindu,st,no,wheatish,138.57
Umang Kannan,29,161,athletic,government job,30.15,189.89,agriculture,hindu,general,yes,wheatish,110.1
Atharv Hari,44,189,athletic,self employee,36.38,226.57,business,christin,general,yes,fair,97.02
Saksham Ratti,29,167,avrage,business,8.92,177.5,agriculture,buddhist,obc,yes,fair,128.81
Ekansh Narang,41,155,athletic,self employee,31.18,427.41,professional,sikh,sc,yes,fair,32.11
Wazir Bains,31,189,slim,government job,14.87,117.43,service,buddhist,sc,no,wheatish,72.41
Zehaan Khurana,43,167,athletic,startup,25.6,400.0,service,buddhist,obc,no,bark,125.27
Balendra Mallick,38,165,heavy,private job,12.33,180.95,professional,sikh,obc,yes,very fair,63.66
Banjeet Din,31,189,avrage,private job,24.38,351.79,service,hindu,general,no,wheatish,31.73
Azad Arora,38,200,heavy,private job,33.57,316.17,professional,hindu,obc,no,very fair,137.26
Joshua Mallick,25,170,heavy,startup,18.17,431.28,politics,muslim,sc,yes,very fair,125.28
Ranbir Mannan,45,166,heavy,business,18.64,149.55,business,sikh,st,yes,fair,40.21
Anthony Char,45,171,heavy,business,38.2,26.03,agriculture,jain,general,no,bark,78.19
Harsh Parikh,35,181,athletic,self employee,13.04,23.32,professional,jain,sc,no,bark,15.59
Dev Khanna,25,167,athletic,startup,26.69,244.34,business,buddhist,general,no,very fair,100.71
Owen Pathak,33,190,athletic,business,4.3,266.09,business,buddhist,st,no,wheatish,88.53
Samar Parsa,44,179,heavy,government job,5.31,208.85,professional,sikh,general,yes,fair,94.61
Aarav Gulati,39,185,athletic,government job,8.1,104.61,business,hindu,general,yes,very fair,129.63
David Wali,35,156,heavy,self employee,34.18,373.19,professional,muslim,obc,no,bark,49.0
Oliver Dubey,31,163,avrage,private job,10.51,482.57,business,christin,obc,yes,bark,77.91
Anthony Seshadri,28,178,slim,self employee,26.25,26.51,politics,muslim,st,yes,bark,128.01
William Sodhi,39,168,heavy,business,29.4,353.48,agriculture,christin,sc,no,wheatish,86.35
Rushil Basak,23,162,slim,government job,23.51,225.59,agriculture,muslim,st,no,very fair,82.2
Warjas Buch,33,175,slim,startup,23.0,384.86,service,buddhist,obc,no,fair,57.42
Akshay Nayak,42,163,avrage,self employee,6.14,170.06,service,jain,st,yes,bark,138.92
Samuel Anne,45,200,heavy,government job,31.43,366.68,professional,buddhist,obc,no,very fair,124.38
Mohammed Prashad,24,183,athletic,government job,14.5,277.28,politics,buddhist,general,yes,fair,50.7
Girindra Kale,47,184,athletic,government job,30.27,171.73,professional,christin,general,no,very fair,56.5
Dominic Swamy,34,180,avrage,business,5.12,493.26,service,hindu,sc,yes,fair,89.03
Isaiah Saraf,42,171,slim,private job,38.78,421.91,service,jain,obc,no,very fair,104.07
Gunbir Gaba,43,174,heavy,business,25.37,22.37,agriculture,sikh,obc,no,wheatish,71.41
Gaurav Kala,36,190,athletic,private job,14.99,260.7,business,jain,st,yes,very fair,101.91
Avi Kar,47,181,athletic,private job,27.48,488.83,politics,christin,general,yes,fair,75.91
Aryan Sastry,24,188,athletic,business,33.58,385.04,politics,hindu,obc,yes,fair,94.36
Shaurya Rajagopal,44,185,athletic,business,36.7,481.48,agriculture,muslim,obc,yes,wheatish,96.21
Omkaar Murty,41,193,athletic,startup,36.28,359.14,professional,jain,st,yes,fair,68.26
Balvan Raja,27,159,athletic,startup,33.63,207.93,business,christin,obc,no,fair,61.21
Girik Puri,40,181,avrage,private job,19.64,335.7,service,christin,st,yes,very fair,120.79
Robert Sarkar,47,196,slim,startup,3.96,140.56,business,christin,sc,no,fair,68.15
Naveen Mitter,40,155,heavy,startup,11.56,18.58,business,muslim,st,no,wheatish,115.97
Mohammed Nagar,47,185,athletic,government job,15.4,496.49,service,hindu,sc,no,very fair,57.61
Daniel Deol,28,184,avrage,government job,9.79,301.07,agriculture,hindu,general,no,bark,90.35
Qarin Mishra,25,189,athletic,self employee,13.76,479.7,professional,buddhist,sc,no,very fair,62.54
Charan Misra,28,197,heavy,business,35.06,127.98,service,jain,obc,yes,very fair,59.21
Faris Gill,22,183,heavy,self employee,11.12,70.7,business,sikh,obc,no,fair,83.72
Daniel Bhakta,31,193,heavy,self employee,39.65,88.03,business,jain,obc,yes,very fair,37.29
Shaurya Chauhan,31,172,avrage,self employee,23.53,419.52,business,buddhist,st,no,bark,129.35
Gaurav Badami,39,178,athletic,private job,32.04,385.51,agriculture,buddhist,st,no,wheatish,92.28
Joshua Krishnan,26,175,athletic,startup,21.59,216.8,agriculture,hindu,st,yes,very fair,134.34
Fariq Keer,32,185,heavy,startup,6.16,174.89,professional,sikh,general,no,wheatish,106.15
Vincent Rao,36,158,heavy,startup,24.8,338.1,professional,christin,obc,yes,fair,80.86
Peter Dhaliwal,42,192,athletic,government job,23.5,30.06,professional,jain,obc,yes,fair,74.16
Mitesh Sengupta,47,193,slim,self employee,22.09,28.71,business,christin,obc,no,fair,107.88
Dakshesh Vasa,46,184,slim,private job,17.22,168.31,politics,jain,general,no,wheatish,76.14
Tristan Grewal,26,196,slim,business,33.91,130.12,business,christin,sc,no,very fair,101.4
Daniel Bhakta,45,190,avrage,startup,31.66,232.05,agriculture,sikh,sc,no,wheatish,126.17
Frado Kanda,29,176,athletic,government job,6.76,498.18,agriculture,jain,general,yes,very fair,143.22
Dhruv Dixit,47,156,slim,business,8.07,281.45,business,hindu,st,yes,fair,92.85
Baljiwan Ganguly,44,193,athletic,startup,27.9,363.07,politics,christin,obc,no,very fair,145.55
Ryan Ray,26,169,athletic,government job,4.01,239.86,business,christin,st,no,fair,27.05
Peter Dave,37,181,heavy,startup,29.26,268.31,professional,hindu,sc,no,very fair,62.94
Ekansh D’Alia,21,162,slim,self employee,16.61,11.23,politics,muslim,sc,yes,bark,125.68
Dalbir Morar,39,194,heavy,self employee,27.96,468.14,politics,muslim,obc,yes,wheatish,63.37
Brijesh Bail,42,174,athletic,self employee,22.58,70.66,service,buddhist,st,yes,bark,105.36
Harrison Sane,34,196,avrage,private job,27.32,338.09,agriculture,muslim,obc,no,wheatish,138.28
Oscar Rana,21,163,heavy,private job,39.08,328.32,professional,hindu,sc,yes,bark,36.97
Ansh Upadhyay,42,171,athletic,private job,6.15,68.79,professional,hindu,obc,yes,very fair,122.78
Vincent Shere,39,171,heavy,startup,39.96,367.43,service,jain,sc,yes,bark,45.26
Zayyan Prakash,27,185,slim,business,34.18,70.41,business,buddhist,st,yes,very fair,16.48
Dakshesh Dar,25,158,avrage,government job,35.56,128.96,service,buddhist,obc,no,very fair,96.54
Luke Gala,24,188,slim,startup,34.19,111.16,service,hindu,st,no,wheatish,97.93
Ekavir Menon,43,170,slim,business,32.71,44.41,professional,hindu,sc,no,wheatish,76.95
Orinder Venkatesh,36,184,heavy,private job,37.87,170.75,service,hindu,sc,yes,bark,75.77
Ishaan Andra,39,163,slim,business,32.05,355.25,agriculture,jain,st,no,wheatish,119.41
Gautam Kade,43,183,athletic,startup,20.63,194.55,agriculture,hindu,sc,no,fair,113.96
Chakradhar Saxena,24,167,slim,business,24.71,478.12,professional,jain,obc,yes,very fair,108.87
Anirudh Pandey,38,195,avrage,private job,33.41,405.45,business,christin,general,yes,very fair,11.13
Jackson Dhillon,35,163,heavy,self employee,18.81,429.93,professional,buddhist,st,no,very fair,65.42
Manan Kumer,46,178,avrage,private job,24.67,270.88,service,hindu,obc,no,wheatish,111.5
Pranit Shanker,43,193,slim,private job,20.61,119.44,business,hindu,obc,yes,bark,96.84
Agastya Modi,43,181,athletic,self employee,22.73,207.79,agriculture,jain,st,yes,bark,59.94
Victor Pai,21,197,avrage,business,12.9,447.59,service,hindu,st,yes,wheatish,41.35
Girish Raj,39,156,slim,private job,6.38,219.97,service,sikh,st,no,wheatish,113.02
Patrick Jhaveri,38,160,avrage,startup,12.87,178.16,politics,jain,sc,no,bark,116.4
Om Mody,30,156,slim,startup,12.78,17.03,professional,hindu,sc,yes,fair,131.22
Lucky Krishnamurthy,26,194,slim,self employee,38.39,121.29,politics,sikh,st,yes,very fair,131.64
Ojas Gaba,22,194,heavy,startup,3.88,177.78,professional,christin,obc,yes,very fair,40.07
Gaurav Bahl,38,200,avrage,business,38.47,231.79,agriculture,sikh,sc,no,fair,93.46
Ekavir Bassi,25,195,slim,private job,9.12,39.31,politics,buddhist,sc,no,fair,14.76
Luke Ramachandran,39,171,slim,business,31.78,267.85,business,sikh,general,yes,bark,131.98
Theodore Barman,26,171,heavy,private job,26.47,489.22,politics,sikh,general,yes,very fair,13.25
Harrison Trivedi,36,194,avrage,business,38.49,195.18,professional,hindu,general,yes,bark,86.54
Yash Kala,22,188,slim,self employee,30.38,364.25,agriculture,muslim,obc,no,fair,74.09
Azad Madan,46,181,heavy,private job,24.24,217.99,professional,sikh,sc,no,very fair,144.06
Gagan Sankaran,38,174,athletic,government job,4.8,486.96,service,muslim,sc,yes,wheatish,131.38
Ikbal Dhawan,21,182,athletic,self employee,15.96,16.45,professional,hindu,obc,yes,wheatish,125.97
Chatresh Sen,27,192,slim,business,31.46,218.84,professional,muslim,obc,no,wheatish,20.35
Pratyush Anne,32,199,avrage,self employee,26.78,42.41,business,muslim,obc,yes,wheatish,131.77
Andrew Pandey,42,183,athletic,self employee,33.89,189.02,service,buddhist,sc,no,very fair,128.97
Manbir Deshpande,34,178,heavy,private job,11.78,65.4,professional,jain,st,yes,bark,82.91
Zayan Iyer,45,192,athletic,self employee,16.44,199.03,service,christin,general,yes,bark,65.78
Warjas Baral,43,198,slim,self employee,11.42,105.0,service,christin,st,yes,very fair,87.93
Fiyaz Mitter,37,170,slim,government job,37.16,273.82,professional,sikh,st,no,bark,49.15
Yatin Nadkarni,27,175,athletic,business,27.71,148.53,business,hindu,st,yes,fair,115.29
Hemang Raman,34,173,heavy,business,34.18,357.27,politics,hindu,obc,no,fair,126.22
Zaid Halder,47,163,avrage,business,5.85,65.97,business,jain,st,yes,bark,122.98
Amol Palla,41,198,heavy,business,16.89,139.68,politics,christin,st,no,very fair,65.57
Hitesh Atwal,38,164,heavy,startup,34.18,408.79,professional,christin,st,yes,fair,82.0
Laban Mannan,25,194,athletic,startup,3.39,401.14,politics,christin,sc,no,very fair,97.4
Vedant Chandra,30,172,athletic,private job,21.89,159.58,agriculture,hindu,general,yes,wheatish,94.59
Jairaj Kaul,47,197,avrage,self employee,6.93,360.52,professional,jain,general,no,wheatish,59.69
Gabriel Mallick,44,195,avrage,business,25.01,240.12,service,hindu,st,no,fair,118.51
Lakshit Kara,36,192,avrage,government job,33.88,412.98,agriculture,buddhist,obc,yes,fair,13.97
Aditya Bir,36,194,slim,self employee,3.79,44.08,politics,buddhist,sc,no,fair,67.69
Abhimanyu Narula,25,163,avrage,self employee,8.39,363.56,politics,buddhist,obc,yes,bark,137.79
Ikbal Chander,24,180,heavy,self employee,34.7,283.79,professional,sikh,general,no,very fair,27.56
Harish Bassi,41,173,slim,startup,14.76,458.41,service,buddhist,obc,no,fair,27.51
Veer Nagi,37,163,athletic,startup,18.69,419.08,professional,christin,st,no,very fair,114.12
Chandran Ramaswamy,41,179,athletic,business,8.94,453.03,agriculture,christin,sc,no,wheatish,118.67
Falan Bansal,41,158,slim,startup,4.1,449.14,professional,buddhist,obc,no,fair,136.27
Raghav Saraf,45,163,avrage,government job,35.03,99.38,business,christin,sc,yes,bark,72.42
Daksh Singhal,46,169,slim,government job,39.28,231.61,service,hindu,obc,yes,wheatish,94.58
Aadi Shroff,38,178,slim,business,27.86,152.97,politics,muslim,obc,yes,very fair,137.47
Ronith Saha,34,197,heavy,business,5.1,292.81,politics,hindu,sc,no,wheatish,122.22
Bahadurjit Khurana,24,185,heavy,self employee,22.92,24.6,agriculture,sikh,obc,no,bark,57.15
Patrick Lala,48,155,athletic,government job,7.14,256.21,professional,hindu,obc,no,very fair,116.43
Tanay Kala,37,168,athletic,startup,13.26,54.54,politics,sikh,obc,yes,wheatish,147.51
Karan Shah,32,178,athletic,government job,6.54,245.54,politics,buddhist,st,no,very fair,17.5
Naksh Sandal,42,183,athletic,self employee,29.92,75.21,service,buddhist,obc,yes,very fair,86.88
Bahadurjit Madan,34,191,slim,self employee,17.14,47.13,service,hindu,general,no,fair,19.98
Balendra Rege,32,159,avrage,self employee,7.18,377.9,politics,muslim,general,yes,wheatish,18.16
Mitesh Soman,26,167,avrage,private job,34.01,71.87,business,hindu,obc,yes,wheatish,34.67
Naveen Kibe,28,194,heavy,private job,36.99,166.96,professional,christin,obc,no,very fair,80.07
Champak Badal,31,156,heavy,self employee,33.47,298.59,professional,hindu,general,no,wheatish,135.2
Vedant Prashad,31,197,heavy,self employee,30.49,169.17,politics,sikh,sc,no,very fair,89.34
Dakshesh Chaudry,44,191,avrage,private job,11.76,97.32,professional,buddhist,st,yes,fair,133.24
Girish Vala,36,200,heavy,business,17.19,472.86,politics,buddhist,sc,yes,very fair,121.61
Ranbir Nayar,47,181,avrage,startup,39.58,159.02,politics,jain,general,yes,fair,134.35
Upkaar Sandhu,44,180,athletic,private job,13.09,126.79,business,christin,general,no,bark,149.79
Shivansh Ranganathan,22,190,athletic,government job,24.26,26.05,agriculture,christin,obc,no,fair,84.7
Manbir Rana,39,192,heavy,private job,27.43,205.66,business,christin,st,no,wheatish,81.24
Madhav Kant,26,190,athletic,government job,26.8,128.05,service,muslim,obc,yes,fair,145.07
Fiyaz Brahmbhatt,39,177,avrage,self employee,23.37,439.01,politics,christin,sc,no,very fair,103.72
Rachit Vig,30,197,heavy,business,11.7,311.57,politics,jain,general,yes,wheatish,48.58
Yagnesh Sidhu,45,181,heavy,private job,10.73,294.48,politics,buddhist,obc,no,very fair,108.73
Dalbir Vohra,32,173,heavy,government job,20.66,417.96,professional,muslim,obc,yes,fair,46.07
Lohit Saran,34,172,athletic,self employee,29.58,44.56,business,christin,general,yes,wheatish,16.67
Hritik Joshi,32,193,avrage,private job,29.08,441.76,agriculture,sikh,obc,yes,wheatish,138.29
Abeer Dhillon,31,192,avrage,business,29.07,461.95,professional,buddhist,sc,no,fair,138.97
Farhan Raval,28,194,avrage,self employee,20.82,40.97,business,muslim,sc,yes,fair,107.57
Laksh Halder,31,190,heavy,self employee,14.33,80.56,politics,christin,sc,no,very fair,58.25
Kabir Bhatti,39,157,slim,private job,31.31,384.07,business,muslim,obc,no,wheatish,26.55
Tanay Chauhan,39,179,slim,private job,38.11,129.44,politics,buddhist,obc,yes,fair,35.24
Chatresh Krishna,45,182,avrage,self employee,27.27,383.92,agriculture,muslim,sc,no,wheatish,79.33
Anthony Ghosh,42,166,avrage,startup,19.76,483.98,agriculture,muslim,obc,yes,very fair,104.87
Kabir Vig,23,186,heavy,business,26.17,320.9,business,sikh,st,yes,fair,28.55
Onkar Soman,24,164,athletic,business,19.87,42.05,service,sikh,general,yes,bark,38.75
Jairaj Vasa,24,158,heavy,business,32.97,125.84,agriculture,muslim,obc,no,bark,83.03
Frederick Varty,43,158,slim,government job,8.55,191.69,agriculture,muslim,obc,no,bark,99.92
Abdul Atwal,27,189,heavy,business,25.75,196.49,agriculture,hindu,general,yes,very fair,61.58
Zayan Din,27,160,slim,government job,14.31,96.5,professional,muslim,general,no,fair,42.77
Zaid Oza,28,182,athletic,government job,17.7,226.62,professional,muslim,sc,no,bark,119.47
Benjamin Joshi,28,179,heavy,private job,38.05,20.38,agriculture,jain,st,yes,fair,146.57
Ayaan Khatri,38,158,slim,startup,34.76,426.28,service,hindu,st,no,fair,63.96
Simon Venkataraman,25,184,avrage,government job,35.67,148.19,professional,christin,st,yes,fair,110.64
Aadi Varghese,31,191,heavy,business,38.66,129.78,agriculture,christin,obc,no,fair,61.32
Balendra Vig,30,192,athletic,private job,38.36,145.69,agriculture,christin,general,yes,fair,139.41
Liam Vig,41,190,athletic,business,16.53,168.88,service,christin,sc,no,very fair,22.53
Dominic Amble,39,164,heavy,private job,35.01,10.81,professional,hindu,general,no,fair,119.37
Nathan Radhakrishnan,39,158,athletic,government job,15.7,177.22,professional,sikh,general,no,bark,145.61
Joshua Dugar,36,197,athletic,private job,28.95,123.55,business,christin,general,yes,bark,119.71
Neel Thakur,47,160,slim,private job,19.39,323.01,business,muslim,obc,no,very fair,54.45
Faraj Atwal,25,166,athletic,business,9.4,355.05,professional,muslim,sc,no,very fair,114.81
David Naik,47,169,athletic,private job,32.51,376.5,business,sikh,st,yes,very fair,65.84
Zehaan Jaggi,46,161,heavy,business,15.57,181.02,politics,christin,sc,no,bark,51.67
Yuvraj Soni,39,155,heavy,private job,20.61,178.76,professional,buddhist,general,no,wheatish,103.4
Lakshit Chopra,33,176,heavy,government job,34.74,146.89,agriculture,sikh,obc,no,fair,105.38
Ethan Biswas,46,157,slim,business,7.08,31.61,business,hindu,obc,yes,fair,41.3
Jacob Rastogi,27,198,slim,business,30.05,190.54,agriculture,christin,obc,yes,fair,18.16
Viraj Chand,23,174,avrage,startup,13.61,213.77,service,sikh,obc,yes,wheatish,73.14
Wazir Wali,48,197,heavy,government job,12.16,308.47,business,hindu,obc,yes,bark,60.29
Matthew Balasubramanian,40,169,slim,self employee,20.33,15.05,politics,jain,general,no,wheatish,23.79
Hemang Kumar,42,182,slim,startup,33.77,346.98,agriculture,muslim,st,yes,very fair,74.82
Peter Viswanathan,36,199,athletic,business,24.13,77.61,politics,sikh,sc,no,very fair,20.05
Abeer Raju,21,155,athletic,private job,13.35,348.79,professional,jain,obc,yes,bark,74.17
Ranveer Shanker,37,163,athletic,self employee,23.78,143.4,business,buddhist,sc,no,bark,65.26
Kiaan Misra,46,166,avrage,private job,11.72,451.74,service,sikh,sc,no,very fair,103.93
Abeer Ganesh,21,160,slim,government job,10.57,357.81,agriculture,buddhist,st,yes,very fair,144.06
Dhruv Chadha,37,157,athletic,startup,11.79,325.46,service,hindu,obc,no,very fair,39.78
Kabir Sarin,25,177,slim,business,27.27,15.19,service,buddhist,obc,no,fair,97.92
Balvan Grewal,34,193,avrage,self employee,33.35,350.18,professional,muslim,obc,yes,wheatish,32.75
Bakhshi Karpe,25,179,athletic,startup,16.64,24.43,service,buddhist,obc,no,fair,23.44
Robert Khurana,43,180,athletic,business,26.6,356.69,service,buddhist,sc,yes,very fair,73.46
William Ganguly,24,166,heavy,business,6.74,57.78,agriculture,jain,general,yes,fair,91.34
Qarin Parmar,31,184,avrage,business,17.81,206.49,business,muslim,sc,no,bark,51.37
Arjun Lata,36,181,athletic,startup,19.45,445.42,agriculture,christin,sc,no,wheatish,113.96
Zayyan Mangal,48,200,slim,private job,3.57,409.92,agriculture,jain,obc,no,very fair,71.29
Onkar Joshi,24,167,athletic,self employee,38.22,482.28,agriculture,buddhist,sc,yes,bark,147.05
